19970109,131.62897261,136.59196023,131.54113212,134.96691119,     505,     179,199703
19970110,134.61554923,135.93315656,134.57162899,135.66963510,     452,     315,199703
19970113,135.05475167,136.50411974,134.83515045,136.32843876,     426,     347,199703
19970114,136.24059827,136.41627925,134.61554923,134.70338972,     373,     452,199703
19970115,134.39594801,134.83515045,134.30810752,134.70338972,     624,     508,199703
19970116,134.39594801,136.10883754,134.26418727,136.02099705,     262,     502,199703
19970117,136.24059827,136.81156145,136.15275779,136.24059827,     375,     655,199703
19970120,135.97707681,136.85548170,135.45003387,136.81156145,     254,     706,199703
19970121,136.15275779,137.03116267,136.06491730,136.72372096,     446,     849,199703
19970122,136.89940194,137.95348781,136.89940194,137.82172707,     402,     995,199703
19970123,137.99740805,141.42318712,136.28451852,136.37235901,     876,    1195,199703
19970124,136.85548170,137.60212585,135.71355534,136.28451852,     297,    1281,199703
19970127,135.71355534,135.71355534,135.09867192,135.14259216,     103,    1307,199703
19970128,135.05475167,135.49395412,134.70338972,135.14259216,     295,    1377,199703
19970129,134.17634679,135.80139583,134.17634679,135.05475167,     112,    1370,199703
19970130,136.15275779,136.50411974,136.02099705,136.46019950,     168,    1393,199703
19970131,137.03116267,138.12916879,137.03116267,138.04132830,     320,    1602,199703
19970203,139.00757367,139.00757367,138.12916879,138.74405221,      62,    1565,199703
19970211,138.78797245,139.53461661,138.78797245,139.18325465,     204,    1691,199703
19970212,139.00757367,139.31501539,138.34877001,138.61229147,     345,    1760,199703
19970213,139.00757367,140.06165954,139.00757367,140.01773930,     247,    1827,199703
19970214,140.10557979,141.33534663,139.88597856,139.92989881,     273,    1856,199703
19970217,141.20358590,142.52119323,141.20358590,142.52119323,     231,    1863,199703
19970218,142.30159201,142.74079445,140.98398467,141.33534663,     539,    2030,199703
19970219,141.86238956,142.82863494,141.42318712,142.38943250,     721,    2301,199703
19970220,140.98398467,141.86238956,140.10557979,141.81846932,     524,    2299,199703
19970221,141.64278834,142.25767176,141.20358590,142.16983127,     744,    2619,199703
19970224,143.17999690,144.71720545,143.17999690,144.67328521,     293,    2401,199703
19970225,144.71720545,145.50776985,143.44351836,143.88272081,     627,    2660,199703
19970226,143.39959812,143.70703983,140.50086199,140.63262272,     788,    3131,199703
19970227,140.10557979,142.30159201,139.84205832,142.03807054,    1026,    3553,199703
19970228,141.86238956,143.70703983,141.15966565,143.00431592,     768,    3795,199703
19970303,146.91321767,146.95713792,145.37600912,146.69361645,     446,    3924,199703
