2017-12-28 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-12-28 00:00:00,Close2017-12-28 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-12-28 00:00:00,LastSRUN,SRUN2017-12-28 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-12-27 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-12-27 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-12-27 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-12-27 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACG8,1.34,0.0233180935,0.011320754717,1.0,-1.0,-1.0,1.0,-1.0,15.0,2017-12-15,676.2247115,1.0,1.0,1.0,38860.0,1.0,0.011320754717,1.34,energy,1.0,1.0,2017-12-15,-1.0,-1.0,16.0,16.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
AD,@ADH8,0.7796,0.0047388005,0.00257201646091,1.0,1.0,-1.0,1.0,1.0,5.0,2017-12-19,473.88005,2.0,1.0,1.0,77960.0,1.0,0.00257201646091,0.7796,currency,1.0,1.0,2017-12-19,1.0,1.0,6.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,401.028806584,401.028806584,401.028806584,-401.028806584,401.028806584,-401.028806584,401.028806584,-401.028806584,401.028806584,401.028806584,-401.028806584,401.028806584,-401.028806584,-401.028806584,401.028806584,401.028806584,401.028806584,-401.028806584,401.028806584,-401.028806584,401.028806584,-401.028806584,-401.028806584,-401.028806584,0.0,-401.028806584,-401.028806584,-401.028806584,-401.028806584,-401.028806584,-401.028806584,401.028806584,401.028806584,401.028806584,-401.028806584
AEX,AEXF8,547.0,4.659785656,-0.00273473108478,-1.0,-1.0,-1.0,-1.0,1.0,16.0,2017-12-01,1112.75681465,1.0,1.0,1.0,130623.6,0.837520938023,-0.00273473108478,547.0,index,1.0,1.0,2017-12-01,1.0,1.0,17.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0
BO,@BOH8,32.71,0.4801926185,-0.0168319807635,-1.0,-1.0,1.0,-1.0,-1.0,-6.0,2017-12-18,288.1155711,3.0,1.0,1.0,19626.0,1.0,-0.0168319807635,32.71,grain,1.0,1.0,2017-11-30,-1.0,-1.0,19.0,19.0,-1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-991.03336339,991.03336339,991.03336339,-991.03336339,-991.03336339,991.03336339,-991.03336339,991.03336339,-991.03336339,991.03336339,-991.03336339,991.03336339,-991.03336339,-991.03336339,991.03336339,991.03336339,991.03336339,-991.03336339,-991.03336339,991.03336339,991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-991.03336339,-0.0,-0.0,-991.03336339
BP,@BPH8,1.3479,0.0088838765,0.00290178571429,1.0,-1.0,-1.0,1.0,-1.0,10.0,2017-12-12,555.24228125,1.0,1.0,1.0,84243.75,1.0,0.00290178571429,1.3479,currency,1.0,1.0,2017-12-12,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,244.457310268,244.457310268,244.457310268,-244.457310268,244.457310268,-244.457310268,244.457310268,-244.457310268,244.457310268,-244.457310268,-244.457310268,244.457310268,-244.457310268,244.457310268,244.457310268,-244.457310268,244.457310268,244.457310268,-244.457310268,244.457310268,-244.457310268,-244.457310268,244.457310268,-244.457310268,-244.457310268,0.0,244.457310268,-244.457310268,244.457310268,0.0,244.457310268,-244.457310268,244.457310268,0.0,244.457310268
C,@CH8,352.0,3.3875,-0.00494699646643,-1.0,1.0,-1.0,1.0,1.0,-70.0,2017-09-18,169.375,5.0,1.0,1.0,17600.0,1.0,-0.00494699646643,352.0,grain,1.0,1.0,2017-09-18,1.0,1.0,-71.0,-71.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,1.0,1.0,5.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-435.335689046,435.335689046,-435.335689046,435.335689046,-435.335689046,435.335689046,-435.335689046,435.335689046,-435.335689046,-435.335689046,435.335689046,-435.335689046,435.335689046,435.335689046,-435.335689046,-435.335689046,-435.335689046,435.335689046,-435.335689046,435.335689046,-435.335689046,435.335689046,435.335689046,435.335689046,-0.0,435.335689046,435.335689046,435.335689046,435.335689046,435.335689046,435.335689046,-435.335689046,-435.335689046,-435.335689046,435.335689046
CC,@CCH8,1911.0,52.55,0.024115755627,1.0,-1.0,-1.0,-1.0,1.0,16.0,2017-12-04,525.5,1.0,1.0,1.0,19110.0,1.0,0.024115755627,1911.0,soft,1.0,1.0,2017-12-04,1.0,1.0,-3.0,-3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
CD,@CDH8,0.7967,0.005602016,0.00561691385295,1.0,1.0,-1.0,1.0,1.0,17.0,2017-12-19,560.2016,1.0,1.0,1.0,79670.0,1.0,0.00561691385295,0.7967,currency,1.0,1.0,2017-12-19,1.0,1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,447.499526665,447.499526665,447.499526665,-447.499526665,447.499526665,-447.499526665,447.499526665,-447.499526665,447.499526665,447.499526665,-447.499526665,447.499526665,-447.499526665,-447.499526665,447.499526665,447.499526665,447.499526665,-447.499526665,447.499526665,-447.499526665,447.499526665,-447.499526665,-447.499526665,-447.499526665,0.0,-447.499526665,-447.499526665,-447.499526665,-447.499526665,-447.499526665,-447.499526665,447.499526665,447.499526665,447.499526665,-447.499526665
CGB,CBH8,134.96,0.5975,-0.00354400472534,-1.0,1.0,1.0,1.0,-1.0,12.0,2017-12-07,475.224687823,2.0,1.0,1.0,107341.127814,1.2573,-0.00354400472534,134.96,rates,-1.0,1.0,2017-12-07,-1.0,-1.0,13.0,13.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0
CL,QCLG8,59.84,0.9829091875,0.00335345405768,1.0,-1.0,-1.0,-1.0,1.0,12.0,2017-12-08,982.9091875,1.0,1.0,1.0,59840.0,1.0,0.00335345405768,59.84,energy,1.0,1.0,2017-12-08,1.0,1.0,13.0,13.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,200.670690812,200.670690812,-200.670690812,200.670690812,200.670690812,-200.670690812,200.670690812,-200.670690812,200.670690812,-200.670690812,-200.670690812,-200.670690812,200.670690812,200.670690812,200.670690812,200.670690812,200.670690812,-200.670690812,200.670690812,-200.670690812,200.670690812,200.670690812,200.670690812,200.670690812,200.670690812,200.670690812,-200.670690812,200.670690812,200.670690812,0.0,200.670690812,200.670690812,-200.670690812,200.670690812,-200.670690812
