2017-12-14 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-12-14 00:00:00,Close2017-12-14 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-12-14 00:00:00,LastSRUN,SRUN2017-12-14 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-12-14 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-12-14 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-12-14 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-12-14 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACF8,1.274,0.025676696,-0.0162162162162,-1.0,-1.0,1.0,-1.0,-1.0,-24.0,2017-11-06,744.624184,1.0,1.0,1.0,36946.0,1.0,-0.0162162162162,1.274,energy,1.0,1.0,2017-11-06,1.0,1.0,-27.0,-27.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AD,@ADH8,0.7671,0.0052176315,0.00511006289308,1.0,1.0,1.0,1.0,-1.0,-14.0,2017-11-20,521.76315,1.0,1.0,1.0,76710.0,1.0,0.00511006289308,0.7671,currency,1.0,1.0,2017-12-07,-1.0,-1.0,-5.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,391.992924528,391.992924528,391.992924528,-391.992924528,391.992924528,-391.992924528,391.992924528,-391.992924528,391.992924528,391.992924528,391.992924528,391.992924528,-391.992924528,-391.992924528,-391.992924528,-391.992924528,-391.992924528,391.992924528,-391.992924528,391.992924528,-391.992924528,-391.992924528,-391.992924528,-391.992924528,-391.992924528,-391.992924528,391.992924528,391.992924528,391.992924528,391.992924528,0.0,-391.992924528,391.992924528,0.0,-391.992924528
AEX,AEXF8,547.45,5.1195780945,-0.00563073290346,-1.0,-1.0,1.0,-1.0,1.0,6.0,2017-12-01,1205.76303282,1.0,1.0,1.0,128935.424,0.849184782609,-0.00563073290346,547.45,index,1.0,1.0,2017-12-01,1.0,1.0,9.0,9.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
BO,@BOH8,33.37,0.50686043,-0.000898203592814,-1.0,-1.0,1.0,-1.0,-1.0,-22.0,2017-11-08,304.116258,3.0,1.0,1.0,20022.0,1.0,-0.000898203592814,33.37,grain,1.0,1.0,2017-11-08,-1.0,-1.0,-25.0,-25.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-53.951497006,53.951497006,53.951497006,-53.951497006,-53.951497006,53.951497006,-53.951497006,53.951497006,-53.951497006,53.951497006,-53.951497006,53.951497006,-53.951497006,-53.951497006,53.951497006,53.951497006,53.951497006,-53.951497006,-53.951497006,53.951497006,53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-53.951497006,-0.0,-0.0,-53.951497006
BP,@BPH8,1.3501,0.010342592,0.00222700616138,1.0,1.0,-1.0,1.0,-1.0,-7.0,2017-11-30,646.412,1.0,1.0,1.0,84381.25,1.0,0.00222700616138,1.3501,currency,1.0,1.0,2017-11-30,-1.0,-1.0,-10.0,-10.0,-1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,187.917563655,187.917563655,-187.917563655,187.917563655,187.917563655,-187.917563655,187.917563655,-187.917563655,187.917563655,187.917563655,-187.917563655,187.917563655,-187.917563655,-187.917563655,187.917563655,-187.917563655,-187.917563655,187.917563655,187.917563655,-187.917563655,-187.917563655,187.917563655,187.917563655,187.917563655,0.0,0.0,187.917563655,187.917563655,187.917563655,187.917563655,187.917563655,187.917563655,187.917563655,-187.917563655,-187.917563655
C,@CH8,348.5,4.0625,-0.00143266475645,-1.0,-1.0,1.0,-1.0,1.0,-59.0,2017-09-18,203.125,4.0,1.0,1.0,17425.0,1.0,-0.00143266475645,348.5,grain,1.0,1.0,2017-09-18,1.0,1.0,-62.0,-62.0,-1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-99.8567335244,99.8567335244,99.8567335244,-99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,-99.8567335244,99.8567335244,-99.8567335244,99.8567335244
CC,@CCH8,1893.0,47.45,0.00264830508475,1.0,1.0,1.0,-1.0,-1.0,-20.0,2017-11-10,474.5,2.0,1.0,1.0,18930.0,1.0,0.00264830508475,1893.0,soft,1.0,1.0,2017-11-10,-1.0,-1.0,-23.0,-23.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,1.0,-1,0,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
CD,@CDH8,0.7858,0.0054181825,0.00416000565131,1.0,-1.0,-1.0,1.0,-1.0,6.0,2017-12-01,541.81825,1.0,1.0,1.0,78580.0,1.0,0.00416000565131,0.7858,currency,1.0,1.0,2017-12-01,-1.0,-1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,2.0,1.0,1.0,0,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,0.0,1,-1,-1.0,0,326.89324408,326.89324408,326.89324408,-326.89324408,326.89324408,-326.89324408,326.89324408,-326.89324408,326.89324408,-326.89324408,-326.89324408,326.89324408,-326.89324408,326.89324408,326.89324408,-326.89324408,-326.89324408,326.89324408,-326.89324408,326.89324408,-326.89324408,-326.89324408,326.89324408,-326.89324408,-326.89324408,0.0,326.89324408,-326.89324408,326.89324408,0.0,326.89324408,-326.89324408,326.89324408,0.0,326.89324408
CGB,CBH8,136.86,0.5376762195,-0.00124060424725,-1.0,-1.0,-1.0,-1.0,-1.0,21.0,2017-11-09,420.190856127,2.0,1.0,1.0,106955.298531,1.2796,-0.00124060424725,136.86,rates,-1.0,1.0,2017-11-09,-1.0,-1.0,24.0,24.0,1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,0.0,1,0,1.0,1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
CL,QCLG8,57.08,1.1863119265,0.00865877363492,1.0,-1.0,1.0,-1.0,1.0,11.0,2017-11-24,1186.3119265,1.0,1.0,1.0,57080.0,1.0,0.00865877363492,57.08,energy,1.0,1.0,2017-12-08,1.0,1.0,-4.0,-4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,494.242799081,494.242799081,494.242799081,-494.242799081,494.242799081,-494.242799081,494.242799081,-494.242799081,494.242799081,-494.242799081,494.242799081,-494.242799081,494.242799081,494.242799081,-494.242799081,494.242799081,494.242799081,-494.242799081,494.242799081,-494.242799081,494.242799081,494.242799081,-494.242799081,494.242799081,494.242799081,0.0,494.242799081,494.242799081,-494.242799081,0.0,0.0,-494.242799081,0.0,494.242799081,-494.242799081
