2017-11-14 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-11-14 00:00:00,Close2017-11-14 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-11-14 00:00:00,LastSRUN,SRUN2017-11-14 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-11-13 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-11-13 00:00:00,0.5SIG2017-11-10 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-11-13 00:00:00,0.75SIG2017-11-10 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-11-13 00:00:00,1SIG2017-11-10 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACZ7,1.405,0.026176901,-0.0256588072122,-1.0,-1.0,-1.0,1.0,1.0,16.0,2017-10-20,759.130129,1.0,1.0,1.0,40745.0,1.0,-0.0256588072122,1.405,energy,1.0,1.0,2017-11-06,1.0,1.0,-6.0,-6.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,1.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
AD,@ADZ7,0.7631,0.00528,0.00104945559491,1.0,1.0,1.0,-1.0,-1.0,21.0,2017-10-13,528.0,1.0,1.0,1.0,76310.0,1.0,0.00104945559491,0.7631,currency,1.0,1.0,2017-10-13,-1.0,-1.0,22.0,22.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,-1.0,,0,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,0.0,-1,1,1.0,0,80.0839564476,80.0839564476,-80.0839564476,80.0839564476,80.0839564476,-80.0839564476,80.0839564476,-80.0839564476,80.0839564476,80.0839564476,80.0839564476,-80.0839564476,80.0839564476,-80.0839564476,-80.0839564476,-80.0839564476,-80.0839564476,80.0839564476,80.0839564476,-80.0839564476,-80.0839564476,80.0839564476,80.0839564476,80.0839564476,80.0839564476,0.0,80.0839564476,80.0839564476,80.0839564476,80.0839564476,80.0839564476,80.0839564476,80.0839564476,0.0,-80.0839564476
AEX,AEXX7,540.6,4.3775,-0.00670647680294,-1.0,-1.0,-1.0,-1.0,1.0,-5.0,2017-11-06,1032.7398,1.0,1.0,1.0,127538.352,0.847744998305,-0.00670647680294,540.6,index,1.0,1.0,2017-11-06,1.0,1.0,-6.0,-6.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
BO,@BOF8,34.16,0.4864115925,-0.0092807424594,-1.0,1.0,-1.0,1.0,1.0,-3.0,2017-10-03,291.8469555,3.0,1.0,1.0,20496.0,1.0,-0.0092807424594,34.16,grain,1.0,1.0,2017-11-08,1.0,1.0,-4.0,-4.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,,2.0,3.0,1.0,,2.0,3.0,1.0,,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-570.654292343,570.654292343,570.654292343,-570.654292343,-570.654292343,570.654292343,-570.654292343,570.654292343,-570.654292343,-570.654292343,570.654292343,-570.654292343,570.654292343,570.654292343,-570.654292343,-570.654292343,-570.654292343,570.654292343,-570.654292343,570.654292343,570.654292343,-570.654292343,570.654292343,-0.0,570.654292343,570.654292343,570.654292343,-570.654292343,-570.654292343,-0.0,-0.0,-570.654292343,-0.0,-0.0,570.654292343
BP,@BPZ7,1.3176,0.010665,0.00373276453112,1.0,1.0,1.0,1.0,-1.0,8.0,2017-11-01,666.5625,1.0,1.0,1.0,82350.0,1.0,0.00373276453112,1.3176,currency,1.0,1.0,2017-11-01,1.0,1.0,9.0,9.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,307.393159138,307.393159138,-307.393159138,307.393159138,307.393159138,-307.393159138,307.393159138,-307.393159138,307.393159138,307.393159138,307.393159138,307.393159138,-307.393159138,-307.393159138,-307.393159138,-307.393159138,307.393159138,307.393159138,307.393159138,-307.393159138,-307.393159138,307.393159138,307.393159138,307.393159138,0.0,0.0,307.393159138,307.393159138,307.393159138,307.393159138,307.393159138,307.393159138,307.393159138,-307.393159138,-307.393159138
C,@CZ7,337.5,3.8125,-0.0138787436085,-1.0,-1.0,-1.0,-1.0,1.0,-40.0,2017-09-18,190.625,5.0,1.0,1.0,16875.0,1.0,-0.0138787436085,337.5,grain,1.0,1.0,2017-09-18,-1.0,-1.0,-41.0,-41.0,-1.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,,2.0,5.0,-1.0,,2.0,5.0,-1.0,,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-1171.01899196,1171.01899196,1171.01899196,-1171.01899196,-1171.01899196,1171.01899196,-1171.01899196,1171.01899196,-1171.01899196,1171.01899196,1171.01899196,1171.01899196,-1171.01899196,-1171.01899196,-1171.01899196,-1171.01899196,1171.01899196,1171.01899196,-1171.01899196,1171.01899196,-1171.01899196,-1171.01899196,-1171.01899196,-1171.01899196,-1171.01899196,-1171.01899196,1171.01899196,-1171.01899196,-1171.01899196,-0.0,-1171.01899196,-1171.01899196,1171.01899196,-1171.01899196,1171.01899196
CC,@CCH8,2155.0,46.2398213435,-0.020899591095,-1.0,-1.0,-1.0,1.0,1.0,8.0,2017-11-01,462.398213435,2.0,1.0,1.0,21550.0,1.0,-0.020899591095,2155.0,soft,1.0,1.0,2017-11-01,1.0,1.0,9.0,9.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,,1.0,0.0,-1.0,,2.0,0.0,1.0,,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CD,@CDZ7,0.7858,0.004895,-0.000190851835358,-1.0,1.0,-1.0,1.0,-1.0,-9.0,2017-10-31,489.5,2.0,1.0,1.0,78580.0,1.0,-0.000190851835358,0.7858,currency,1.0,1.0,2017-10-31,-1.0,-1.0,-10.0,-10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,,1.0,2.0,1.0,,1.0,2.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-29.9942744449,29.9942744449,29.9942744449,-29.9942744449,-29.9942744449,29.9942744449,-29.9942744449,29.9942744449,-29.9942744449,-29.9942744449,29.9942744449,-29.9942744449,29.9942744449,29.9942744449,-29.9942744449,29.9942744449,29.9942744449,-29.9942744449,-29.9942744449,29.9942744449,29.9942744449,-29.9942744449,-29.9942744449,-29.9942744449,-0.0,-0.0,-29.9942744449,-29.9942744449,-29.9942744449,-29.9942744449,-29.9942744449,-29.9942744449,-29.9942744449,29.9942744449,29.9942744449
CGB,CBZ7,137.47,0.458,0.000727960981291,1.0,1.0,-1.0,1.0,1.0,-28.0,2017-10-02,359.554090124,2.0,1.0,1.0,107921.180719,1.2738,0.000727960981291,137.47,rates,-1.0,1.0,2017-10-02,1.0,1.0,-29.0,-29.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,,-1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0,1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1,-1,-1.0,-1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
CL,QCLF8,55.89,1.081796264,-0.0189573459716,-1.0,1.0,-1.0,1.0,-1.0,-26.0,2017-10-06,1081.796264,1.0,1.0,1.0,55890.0,1.0,-0.0189573459716,55.89,energy,1.0,1.0,2017-10-06,-1.0,-1.0,-27.0,-27.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,,2.0,1.0,1.0,,2.0,1.0,1.0,,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-1059.52606635,1059.52606635,1059.52606635,-1059.52606635,-1059.52606635,1059.52606635,-1059.52606635,1059.52606635,-1059.52606635,-1059.52606635,1059.52606635,-1059.52606635,1059.52606635,1059.52606635,-1059.52606635,1059.52606635,1059.52606635,-1059.52606635,-1059.52606635,1059.52606635,1059.52606635,-1059.52606635,-1059.52606635,-1059.52606635,-0.0,-0.0,-1059.52606635,-1059.52606635,-1059.52606635,-1059.52606635,-1059.52606635,-1059.52606635,-1059.52606635,1059.52606635,1059.52606635
