2018-01-05 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2018-01-05 00:00:00,Close2018-01-05 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2018-01-05 00:00:00,LastSRUN,SRUN2018-01-05 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2018-01-04 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2018-01-04 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2018-01-04 00:00:00,1LastSAFEf,1finalQTY,1SIG2018-01-04 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACG8,1.315,0.02463288,-0.0052950075643,-1.0,-1.0,1.0,-1.0,-1.0,20.0,2017-12-15,714.35352,1.0,1.0,1.0,38135.0,1.0,-0.0052950075643,1.315,energy,1.0,1.0,2017-12-15,-1.0,-1.0,-3.0,-3.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AD,@ADH8,0.7868,0.004204652,0.000508646998983,1.0,1.0,-1.0,1.0,1.0,10.0,2017-12-19,420.4652,2.0,1.0,1.0,78680.0,1.0,0.000508646998983,0.7868,currency,1.0,1.0,2017-12-19,1.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,80.0406917599,80.0406917599,80.0406917599,-80.0406917599,80.0406917599,-80.0406917599,80.0406917599,-80.0406917599,80.0406917599,80.0406917599,-80.0406917599,80.0406917599,-80.0406917599,-80.0406917599,80.0406917599,80.0406917599,80.0406917599,-80.0406917599,80.0406917599,-80.0406917599,80.0406917599,-80.0406917599,-80.0406917599,-80.0406917599,0.0,-80.0406917599,-80.0406917599,-80.0406917599,-80.0406917599,-80.0406917599,-80.0406917599,80.0406917599,80.0406917599,80.0406917599,-80.0406917599
AEX,AEXF8,558.05,4.492426065,0.00740139001715,1.0,-1.0,1.0,-1.0,-1.0,3.0,2017-12-18,1080.87771124,1.0,1.0,1.0,134266.83,0.831255195345,0.00740139001715,558.05,index,1.0,1.0,2017-12-29,-1.0,-1.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
BO,@BOH8,33.76,0.467638972,-0.00324771183939,-1.0,1.0,-1.0,1.0,-1.0,-4.0,2017-12-28,280.5833832,3.0,1.0,1.0,20256.0,1.0,-0.00324771183939,33.76,grain,1.0,1.0,2017-12-28,-1.0,-1.0,-5.0,-5.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-197.356953056,197.356953056,197.356953056,-197.356953056,-197.356953056,197.356953056,-197.356953056,197.356953056,-197.356953056,-197.356953056,197.356953056,-197.356953056,197.356953056,197.356953056,-197.356953056,197.356953056,197.356953056,-197.356953056,-197.356953056,197.356953056,197.356953056,-197.356953056,-197.356953056,-197.356953056,-0.0,-0.0,-197.356953056,-197.356953056,-197.356953056,-197.356953056,-197.356953056,-197.356953056,-197.356953056,197.356953056,197.356953056
BP,@BPH8,1.3597,0.008191963,0.000809656999853,1.0,1.0,1.0,1.0,-1.0,3.0,2017-12-12,511.9976875,1.0,1.0,1.0,84981.25,1.0,0.000809656999853,1.3597,currency,1.0,1.0,2017-12-29,-1.0,-1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,68.8056639187,68.8056639187,68.8056639187,-68.8056639187,68.8056639187,-68.8056639187,68.8056639187,-68.8056639187,68.8056639187,68.8056639187,68.8056639187,68.8056639187,-68.8056639187,-68.8056639187,-68.8056639187,-68.8056639187,-68.8056639187,68.8056639187,-68.8056639187,68.8056639187,-68.8056639187,-68.8056639187,-68.8056639187,-68.8056639187,-68.8056639187,-68.8056639187,68.8056639187,68.8056639187,68.8056639187,68.8056639187,0.0,-68.8056639187,68.8056639187,0.0,-68.8056639187
C,@CH8,351.25,2.7875,0.000712250712251,1.0,-1.0,-1.0,-1.0,1.0,-75.0,2017-09-18,139.375,7.0,1.0,1.0,17562.5,1.0,0.000712250712251,351.25,grain,1.0,1.0,2017-09-18,1.0,1.0,-76.0,-76.0,-1.0,1.0,1.0,7.0,1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,1.0,7.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,87.5623219373,87.5623219373,-87.5623219373,87.5623219373,87.5623219373,-87.5623219373,87.5623219373,-87.5623219373,87.5623219373,-87.5623219373,-87.5623219373,-87.5623219373,87.5623219373,87.5623219373,87.5623219373,87.5623219373,87.5623219373,-87.5623219373,87.5623219373,-87.5623219373,87.5623219373,87.5623219373,87.5623219373,87.5623219373,87.5623219373,87.5623219373,-87.5623219373,87.5623219373,87.5623219373,0.0,87.5623219373,87.5623219373,-87.5623219373,87.5623219373,-87.5623219373
CC,@CCH8,1895.0,53.55,-0.00524934383202,-1.0,-1.0,-1.0,-1.0,1.0,3.0,2017-12-22,535.5,1.0,1.0,1.0,18950.0,1.0,-0.00524934383202,1895.0,soft,1.0,1.0,2017-12-29,1.0,1.0,4.0,4.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
CD,@CDH8,0.80665,0.005081417,0.00699082454279,1.0,1.0,-1.0,1.0,-1.0,22.0,2017-12-19,508.1417,1.0,1.0,1.0,80665.0,1.0,0.00699082454279,0.80665,currency,1.0,1.0,2017-12-19,-1.0,-1.0,23.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,563.914861744,563.914861744,563.914861744,-563.914861744,563.914861744,-563.914861744,563.914861744,-563.914861744,563.914861744,563.914861744,-563.914861744,563.914861744,-563.914861744,-563.914861744,563.914861744,-563.914861744,-563.914861744,563.914861744,-563.914861744,563.914861744,-563.914861744,-563.914861744,-563.914861744,-563.914861744,-563.914861744,-563.914861744,563.914861744,-563.914861744,563.914861744,0.0,0.0,-563.914861744,563.914861744,0.0,-563.914861744
CGB,CBH8,133.58,0.548,-0.00624907007886,-1.0,-1.0,1.0,-1.0,1.0,17.0,2017-12-07,441.43708716,2.0,1.0,1.0,107604.317706,1.2414,-0.00624907007886,133.58,rates,-1.0,1.0,2017-12-07,1.0,1.0,18.0,18.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0,1,-1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1.0,0.0,0.0,1.0,-1.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
CL,QCLG8,61.44,0.904963516,-0.00919206579584,-1.0,1.0,-1.0,1.0,-1.0,17.0,2017-12-08,904.963516,1.0,1.0,1.0,61440.0,1.0,-0.00919206579584,61.44,energy,1.0,1.0,2017-12-08,-1.0,-1.0,18.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-564.760522496,564.760522496,-564.760522496,564.760522496,-564.760522496,564.760522496,-564.760522496,564.760522496,-564.760522496,-564.760522496,564.760522496,-564.760522496,564.760522496,564.760522496,-564.760522496,564.760522496,564.760522496,-564.760522496,564.760522496,-564.760522496,564.760522496,564.760522496,564.760522496,564.760522496,564.760522496,564.760522496,-564.760522496,564.760522496,-564.760522496,-0.0,-0.0,564.760522496,-564.760522496,-0.0,564.760522496
