2017-12-05 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-12-05 00:00:00,Close2017-12-05 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-12-05 00:00:00,LastSRUN,SRUN2017-12-05 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-12-04 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-12-04 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-12-04 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-12-04 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACF8,1.358,0.0233138955,-0.00220426157237,-1.0,-1.0,1.0,-1.0,1.0,-19.0,2017-11-06,676.1029695,1.0,1.0,1.0,39382.0,1.0,-0.00220426157237,1.358,energy,1.0,1.0,2017-11-06,1.0,1.0,-20.0,-20.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0
AD,@ADZ7,0.7605,0.00471,0.00158040300277,1.0,-1.0,-1.0,1.0,-1.0,-9.0,2017-11-20,471.0,2.0,1.0,1.0,76050.0,1.0,0.00158040300277,0.7605,currency,1.0,1.0,2017-11-20,-1.0,-1.0,-10.0,-10.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,1.0,2.0,-1.0,2.0,2.0,1.0,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,-1.0,1,1,0.0,1,240.379296721,240.379296721,-240.379296721,240.379296721,240.379296721,-240.379296721,240.379296721,-240.379296721,240.379296721,-240.379296721,-240.379296721,240.379296721,-240.379296721,240.379296721,240.379296721,-240.379296721,-240.379296721,240.379296721,240.379296721,-240.379296721,-240.379296721,240.379296721,240.379296721,240.379296721,0.0,240.379296721,240.379296721,240.379296721,240.379296721,240.379296721,240.379296721,240.379296721,0.0,-240.379296721,240.379296721
AEX,AEXZ7,543.05,5.599826119,0.00286241920591,1.0,-1.0,1.0,-1.0,1.0,-20.0,2017-11-06,1324.47087367,1.0,1.0,1.0,128442.186,0.8455944529,0.00286241920591,543.05,index,1.0,1.0,2017-11-06,1.0,1.0,-21.0,-21.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BOF8,33.5,0.4977752695,0.00179425837321,1.0,-1.0,1.0,-1.0,-1.0,-17.0,2017-11-08,298.6651617,3.0,1.0,1.0,20100.0,1.0,0.00179425837321,33.5,grain,1.0,1.0,2017-11-08,-1.0,-1.0,-18.0,-18.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,108.193779904,108.193779904,-108.193779904,108.193779904,108.193779904,-108.193779904,108.193779904,-108.193779904,108.193779904,-108.193779904,108.193779904,-108.193779904,108.193779904,108.193779904,-108.193779904,-108.193779904,-108.193779904,108.193779904,108.193779904,-108.193779904,-108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,108.193779904,0.0,0.0,108.193779904
BP,@BPZ7,1.3446,0.00983,-0.0021521335807,-1.0,-1.0,-1.0,-1.0,1.0,10.0,2017-11-17,614.375,1.0,1.0,1.0,84037.5,1.0,-0.0021521335807,1.3446,currency,1.0,1.0,2017-11-17,1.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-180.859925788,180.859925788,-180.859925788,180.859925788,-180.859925788,180.859925788,-180.859925788,180.859925788,-180.859925788,180.859925788,180.859925788,180.859925788,-180.859925788,-180.859925788,-180.859925788,-180.859925788,-180.859925788,180.859925788,-180.859925788,180.859925788,-180.859925788,180.859925788,180.859925788,180.859925788,-0.0,180.859925788,180.859925788,180.859925788,180.859925788,180.859925788,-0.0,180.859925788,-0.0,-180.859925788,180.859925788
C,@CH8,353.75,4.1959695395,0.000707213578501,1.0,-1.0,1.0,-1.0,1.0,-54.0,2017-09-18,209.798476975,4.0,1.0,1.0,17687.5,1.0,0.000707213578501,353.75,grain,1.0,1.0,2017-09-18,1.0,1.0,-55.0,-55.0,-1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,-1.0,2.0,4.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,50.0353606789,50.0353606789,-50.0353606789,50.0353606789,50.0353606789,-50.0353606789,50.0353606789,-50.0353606789,50.0353606789,-50.0353606789,50.0353606789,-50.0353606789,50.0353606789,50.0353606789,-50.0353606789,50.0353606789,50.0353606789,-50.0353606789,50.0353606789,-50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,50.0353606789,-50.0353606789,50.0353606789,-50.0353606789
CC,@CCH8,1932.0,43.85,-0.0354468297554,-1.0,-1.0,1.0,-1.0,-1.0,-15.0,2017-11-10,438.5,2.0,1.0,1.0,19320.0,1.0,-0.0354468297554,1932.0,soft,1.0,1.0,2017-11-10,-1.0,-1.0,-16.0,-16.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
CD,@CDZ7,0.7876,0.0047125,-6.34799720688e-05,-1.0,1.0,1.0,1.0,-1.0,2.0,2017-11-21,471.25,2.0,1.0,1.0,78760.0,1.0,-6.34799720688e-05,0.7876,currency,1.0,1.0,2017-11-21,-1.0,-1.0,3.0,3.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-9.99936520028,9.99936520028,9.99936520028,-9.99936520028,-9.99936520028,9.99936520028,-9.99936520028,9.99936520028,-9.99936520028,-9.99936520028,-9.99936520028,-9.99936520028,9.99936520028,9.99936520028,9.99936520028,9.99936520028,9.99936520028,-9.99936520028,-9.99936520028,9.99936520028,9.99936520028,-9.99936520028,-9.99936520028,-9.99936520028,-0.0,-0.0,-9.99936520028,-9.99936520028,-9.99936520028,-9.99936520028,-9.99936520028,-9.99936520028,-9.99936520028,9.99936520028,9.99936520028
CGB,CBH8,136.42,0.5305777745,0.00124770642202,1.0,1.0,1.0,1.0,-1.0,16.0,2017-11-09,417.876486178,2.0,1.0,1.0,107442.703001,1.2697,0.00124770642202,136.42,rates,-1.0,1.0,2017-11-09,-1.0,-1.0,17.0,17.0,-1.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,-1,-1,-1,-1,1,1,-1,1,-1,1,1,1,1,1.0,1.0,0.0,1.0,0.0,-1.0,1,1,0.0,1,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0
CL,QCLF8,57.62,1.095497004,0.00261005742126,1.0,1.0,-1.0,1.0,-1.0,-40.0,2017-10-06,1095.497004,1.0,1.0,1.0,57620.0,1.0,0.00261005742126,57.62,energy,1.0,1.0,2017-10-06,1.0,1.0,-41.0,-41.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,150.391508613,150.391508613,-150.391508613,150.391508613,150.391508613,-150.391508613,150.391508613,-150.391508613,150.391508613,150.391508613,-150.391508613,150.391508613,-150.391508613,-150.391508613,150.391508613,-150.391508613,150.391508613,150.391508613,150.391508613,-150.391508613,-150.391508613,150.391508613,150.391508613,150.391508613,0.0,0.0,150.391508613,150.391508613,150.391508613,150.391508613,150.391508613,150.391508613,150.391508613,-150.391508613,-150.391508613
