2018-01-08 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2018-01-08 00:00:00,Close2018-01-08 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2018-01-08 00:00:00,LastSRUN,SRUN2018-01-08 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2018-01-05 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2018-01-05 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2018-01-05 00:00:00,1LastSAFEf,1finalQTY,1SIG2018-01-05 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACG8,1.305,0.0243143975,-0.00760456273764,-1.0,-1.0,1.0,-1.0,-1.0,-3.0,2017-12-15,705.1175275,1.0,1.0,1.0,37845.0,1.0,-0.00760456273764,1.305,energy,1.0,1.0,2018-01-02,-1.0,-1.0,4.0,4.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AD,@ADH8,0.784,0.0042747355,-0.00355871886121,-1.0,1.0,-1.0,1.0,1.0,11.0,2017-12-19,427.47355,2.0,1.0,1.0,78400.0,1.0,-0.00355871886121,0.784,currency,1.0,1.0,2017-12-19,1.0,1.0,12.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-558.007117438,558.007117438,-558.007117438,558.007117438,-558.007117438,558.007117438,-558.007117438,558.007117438,-558.007117438,-558.007117438,558.007117438,-558.007117438,558.007117438,558.007117438,-558.007117438,-558.007117438,-558.007117438,558.007117438,-558.007117438,558.007117438,-558.007117438,558.007117438,558.007117438,558.007117438,-0.0,558.007117438,558.007117438,558.007117438,558.007117438,558.007117438,558.007117438,-558.007117438,-558.007117438,-558.007117438,558.007117438
AEX,AEXF8,560.8,4.484941666,0.00492787384643,1.0,1.0,-1.0,1.0,-1.0,4.0,2017-12-29,1073.42593834,1.0,1.0,1.0,134221.872,0.835631319462,0.00492787384643,560.8,index,1.0,1.0,2017-12-29,-1.0,-1.0,-5.0,-5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
BO,@BOH8,33.54,0.4665,-0.00651658767773,-1.0,1.0,-1.0,1.0,-1.0,-5.0,2017-12-28,279.9,3.0,1.0,1.0,20124.0,1.0,-0.00651658767773,33.54,grain,1.0,1.0,2017-12-28,-1.0,-1.0,-6.0,-6.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,-393.41943128,393.41943128,393.41943128,-393.41943128,-393.41943128,393.41943128,-393.41943128,393.41943128,-393.41943128,-393.41943128,393.41943128,-393.41943128,393.41943128,393.41943128,-393.41943128,393.41943128,393.41943128,-393.41943128,-393.41943128,393.41943128,393.41943128,-393.41943128,-393.41943128,-393.41943128,-0.0,-0.0,-393.41943128,-393.41943128,-393.41943128,-393.41943128,-393.41943128,-393.41943128,-393.41943128,393.41943128,393.41943128
BP,@BPH8,1.3595,0.0076736225,-0.000147091270133,-1.0,-1.0,1.0,-1.0,-1.0,4.0,2017-12-29,479.60140625,2.0,1.0,1.0,84968.75,1.0,-0.000147091270133,1.3595,currency,1.0,1.0,2017-12-29,-1.0,-1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-24.9963227182,24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,-24.9963227182,24.9963227182,24.9963227182,24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182,24.9963227182,-24.9963227182,-24.9963227182,-24.9963227182
C,@CH8,347.25,2.8875,-0.0113879003559,-1.0,-1.0,-1.0,-1.0,1.0,-76.0,2017-09-18,144.375,6.0,1.0,1.0,17362.5,1.0,-0.0113879003559,347.25,grain,1.0,1.0,2017-09-18,1.0,1.0,-77.0,-77.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,1.0,6.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-1186.33451957,1186.33451957,-1186.33451957,1186.33451957,-1186.33451957,1186.33451957,-1186.33451957,1186.33451957,-1186.33451957,1186.33451957,1186.33451957,1186.33451957,-1186.33451957,-1186.33451957,-1186.33451957,-1186.33451957,-1186.33451957,1186.33451957,-1186.33451957,1186.33451957,-1186.33451957,1186.33451957,1186.33451957,1186.33451957,-0.0,1186.33451957,1186.33451957,1186.33451957,1186.33451957,1186.33451957,-0.0,1186.33451957,-0.0,-1186.33451957,1186.33451957
CC,@CCH8,1914.0,53.05,0.0100263852243,1.0,-1.0,-1.0,-1.0,1.0,4.0,2017-12-29,530.5,1.0,1.0,1.0,19140.0,1.0,0.0100263852243,1914.0,soft,1.0,1.0,2017-12-29,1.0,1.0,5.0,5.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
CD,@CDH8,0.80565,0.005083536,-0.00123969503502,-1.0,1.0,-1.0,1.0,-1.0,23.0,2017-12-19,508.3536,1.0,1.0,1.0,80565.0,1.0,-0.00123969503502,0.80565,currency,1.0,1.0,2017-12-19,-1.0,-1.0,24.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-99.8760304965,99.8760304965,-99.8760304965,99.8760304965,-99.8760304965,99.8760304965,-99.8760304965,99.8760304965,-99.8760304965,-99.8760304965,99.8760304965,-99.8760304965,99.8760304965,99.8760304965,-99.8760304965,99.8760304965,99.8760304965,-99.8760304965,99.8760304965,-99.8760304965,99.8760304965,99.8760304965,99.8760304965,99.8760304965,99.8760304965,99.8760304965,-99.8760304965,99.8760304965,-99.8760304965,-0.0,-0.0,99.8760304965,-99.8760304965,-0.0,99.8760304965
CGB,CBH8,133.68,0.55,0.000748615062135,1.0,1.0,1.0,-1.0,1.0,18.0,2017-12-07,442.727199549,2.0,1.0,1.0,107606.858247,1.2423,0.000748615062135,133.68,rates,-1.0,1.0,2017-12-07,1.0,1.0,19.0,19.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,0,1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
CL,QCLG8,61.73,0.8739745585,0.00472005208333,1.0,1.0,-1.0,1.0,-1.0,18.0,2017-12-08,873.9745585,1.0,1.0,1.0,61730.0,1.0,0.00472005208333,61.73,energy,1.0,1.0,2017-12-08,-1.0,-1.0,-2.0,-2.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,291.368815104,291.368815104,-291.368815104,291.368815104,291.368815104,-291.368815104,291.368815104,-291.368815104,291.368815104,291.368815104,-291.368815104,291.368815104,-291.368815104,-291.368815104,291.368815104,-291.368815104,-291.368815104,291.368815104,291.368815104,-291.368815104,-291.368815104,291.368815104,291.368815104,291.368815104,0.0,0.0,291.368815104,291.368815104,291.368815104,291.368815104,291.368815104,291.368815104,291.368815104,-291.368815104,-291.368815104
