2017-12-21 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-12-21 00:00:00,Close2017-12-21 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-12-21 00:00:00,LastSRUN,SRUN2017-12-21 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-12-20 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-12-20 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-12-20 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-12-20 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACG8,1.324,0.023046887,0.0106870229008,1.0,1.0,1.0,-1.0,1.0,-3.0,2017-12-05,668.359723,1.0,1.0,1.0,38396.0,1.0,0.0106870229008,1.324,energy,1.0,1.0,2017-12-15,1.0,1.0,-4.0,-4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,0,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,-1.0,1.0,1.0,-1,1,1.0,0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
AD,@ADH8,0.7704,0.0049633265,0.0049569527785,1.0,1.0,1.0,1.0,1.0,-9.0,2017-12-07,496.33265,2.0,1.0,1.0,77040.0,1.0,0.0049569527785,0.7704,currency,1.0,1.0,2017-12-07,1.0,1.0,-10.0,-10.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,-1.0,1.0,1.0,1.0,-1,1,1.0,0,763.767284112,763.767284112,763.767284112,-763.767284112,763.767284112,-763.767284112,763.767284112,-763.767284112,763.767284112,763.767284112,763.767284112,763.767284112,-763.767284112,-763.767284112,-763.767284112,763.767284112,763.767284112,-763.767284112,763.767284112,-763.767284112,763.767284112,763.767284112,-763.767284112,763.767284112,763.767284112,0.0,763.767284112,763.767284112,-763.767284112,0.0,-763.767284112,763.767284112,763.767284112,763.767284112,-763.767284112
AEX,AEXF8,549.35,5.2396936325,0.00365396912396,1.0,-1.0,-1.0,1.0,1.0,13.0,2017-12-01,1244.32244385,1.0,1.0,1.0,130459.638,0.842176183258,0.00365396912396,549.35,index,1.0,1.0,2017-12-01,1.0,1.0,14.0,14.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,1.0,0.0,1.0,0,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,0.0,-1,1,1.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
BO,@BOH8,32.83,0.499775404,-0.00905523694537,-1.0,-1.0,1.0,-1.0,-1.0,14.0,2017-11-30,299.8652424,3.0,1.0,1.0,19698.0,1.0,-0.00905523694537,32.83,grain,1.0,1.0,2017-11-30,-1.0,-1.0,15.0,15.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,-1.0,2.0,3.0,-1.0,0,-1,-1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,1,1,1.0,1,-535.11017205,535.11017205,535.11017205,-535.11017205,-535.11017205,535.11017205,-535.11017205,535.11017205,-535.11017205,535.11017205,-535.11017205,535.11017205,-535.11017205,-535.11017205,535.11017205,535.11017205,535.11017205,-535.11017205,-535.11017205,535.11017205,535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-535.11017205,-0.0,-0.0,-535.11017205
BP,@BPH8,1.3435,0.0102435965,-0.000446395357488,-1.0,-1.0,-1.0,-1.0,-1.0,-14.0,2017-11-30,640.22478125,1.0,1.0,1.0,83968.75,1.0,-0.000446395357488,1.3435,currency,1.0,1.0,2017-12-12,-1.0,-1.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,-1,1.0,0.0,1.0,-1.0,1.0,1.0,1,0,1.0,1,-37.4832601741,37.4832601741,-37.4832601741,37.4832601741,-37.4832601741,37.4832601741,-37.4832601741,37.4832601741,-37.4832601741,37.4832601741,37.4832601741,37.4832601741,-37.4832601741,-37.4832601741,-37.4832601741,37.4832601741,37.4832601741,-37.4832601741,37.4832601741,-37.4832601741,-37.4832601741,37.4832601741,-37.4832601741,-0.0,-37.4832601741,-37.4832601741,-37.4832601741,37.4832601741,-37.4832601741,-0.0,-37.4832601741,37.4832601741,-37.4832601741,-37.4832601741,-37.4832601741
C,@CH8,351.25,3.7125,0.00572655690766,1.0,-1.0,1.0,-1.0,1.0,-66.0,2017-09-18,185.625,5.0,1.0,1.0,17562.5,1.0,0.00572655690766,351.25,grain,1.0,1.0,2017-09-18,1.0,1.0,-67.0,-67.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,502.863278454,502.863278454,502.863278454,-502.863278454,502.863278454,-502.863278454,502.863278454,-502.863278454,502.863278454,-502.863278454,502.863278454,-502.863278454,502.863278454,502.863278454,-502.863278454,502.863278454,502.863278454,-502.863278454,502.863278454,-502.863278454,502.863278454,502.863278454,-502.863278454,502.863278454,502.863278454,0.0,502.863278454,502.863278454,-502.863278454,0.0,0.0,-502.863278454,0.0,502.863278454,-502.863278454
CC,@CCH8,1907.0,50.1,-0.0124287933713,-1.0,1.0,1.0,-1.0,-1.0,-27.0,2017-11-10,501.0,1.0,1.0,1.0,19070.0,1.0,-0.0124287933713,1907.0,soft,1.0,1.0,2017-11-10,-1.0,-1.0,-28.0,-28.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,-1.0,0,-1,-1,1,-1,-1,1,-1,-1,1,1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,1.0,-1,0,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0
CD,@CDH8,0.78685,0.005515991,0.0078130003202,1.0,-1.0,1.0,-1.0,1.0,13.0,2017-12-01,551.5991,1.0,1.0,1.0,78685.0,1.0,0.0078130003202,0.78685,currency,1.0,1.0,2017-12-01,1.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,614.765930195,614.765930195,614.765930195,-614.765930195,614.765930195,-614.765930195,614.765930195,-614.765930195,614.765930195,-614.765930195,614.765930195,-614.765930195,614.765930195,614.765930195,-614.765930195,614.765930195,614.765930195,-614.765930195,614.765930195,-614.765930195,614.765930195,614.765930195,-614.765930195,614.765930195,614.765930195,0.0,614.765930195,614.765930195,-614.765930195,0.0,0.0,-614.765930195,0.0,614.765930195,-614.765930195
CGB,CBH8,135.0,0.595906722,-0.00339583640927,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,2017-12-07,467.63456172,2.0,1.0,1.0,105940.516362,1.2743,-0.00339583640927,135.0,rates,-1.0,1.0,2017-12-07,-1.0,-1.0,10.0,10.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,-1.0,0,1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1.0,0.0,1.0,-1.0,-1.0,-1.0,1,-1,-1.0,0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0
CL,QCLG8,58.36,1.0518664315,0.00464796006197,1.0,-1.0,1.0,-1.0,1.0,-8.0,2017-12-08,1051.8664315,1.0,1.0,1.0,58360.0,1.0,0.00464796006197,58.36,energy,1.0,1.0,2017-12-08,1.0,1.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,271.254949217,271.254949217,271.254949217,-271.254949217,271.254949217,-271.254949217,271.254949217,-271.254949217,271.254949217,-271.254949217,271.254949217,-271.254949217,271.254949217,271.254949217,-271.254949217,271.254949217,271.254949217,-271.254949217,271.254949217,-271.254949217,271.254949217,271.254949217,-271.254949217,271.254949217,271.254949217,0.0,271.254949217,271.254949217,-271.254949217,0.0,0.0,-271.254949217,0.0,271.254949217,-271.254949217
